ORIGIN_STATE_NM,DEST_STATE_NM,PASSENGERS
Alabama,Alabama,126.0
Alabama,Arizona,8.0
Alabama,Arkansas,4.0
Alabama,California,92.0
Alabama,Colorado,991.0
Alabama,Florida,3764.0
Alabama,Georgia,19582.0
Alabama,Idaho,7.0
Alabama,Illinois,3522.0
Alabama,Indiana,15.0
Alabama,Kansas,1.0
Alabama,Kentucky,6.0
Alabama,Louisiana,52.0
Alabama,Maine,2.0
Alabama,Maryland,1005.0
Alabama,Massachusetts,3.0
Alabama,Michigan,1461.0
Alabama,Mississippi,26.0
Alabama,Missouri,51.0
Alabama,Nevada,1087.0
Alabama,New Mexico,8.0
Alabama,New York,627.0
Alabama,North Carolina,7146.0
Alabama,Ohio,11.0
Alabama,Oklahoma,9.0
Alabama,Oregon,1.0
Alabama,Pennsylvania,562.0
Alabama,South Carolina,2.0
Alabama,Tennessee,131.0
Alabama,Texas,12460.0
Alabama,Virginia,1668.0
Alabama,Washington,25.0
Alabama,West Virginia,1.0
Alabama,Wisconsin,6.0
Alaska,Alaska,37926.0
Alaska,Arizona,664.0
Alaska,California,2158.0
Alaska,Colorado,1145.0
Alaska,Florida,1.0
Alaska,Georgia,906.0
Alaska,Hawaii,1194.0
Alaska,Idaho,1.0
Alaska,Illinois,2872.0
Alaska,Minnesota,3828.0
Alaska,Montana,2.0
Alaska,Nevada,370.0
Alaska,New Jersey,43.0
Alaska,New York,1.0
Alaska,Oregon,3867.0
Alaska,Texas,947.0
Alaska,Utah,152.0
Alaska,Washington,36658.0
Alaska,Wyoming,2.0
Arizona,Alabama,9.0
Arizona,Alaska,675.0
Arizona,Arizona,16418.0
Arizona,Arkansas,1161.0
Arizona,California,134294.0
Arizona,Colorado,33920.0
Arizona,Connecticut,47.0
Arizona,Florida,15210.0
Arizona,Georgia,16572.0
Arizona,Hawaii,10217.0
Arizona,Idaho,3398.0
Arizona,Illinois,35378.0
Arizona,Indiana,5024.0
Arizona,Iowa,3119.0
Arizona,Kansas,1613.0
Arizona,Kentucky,3120.0
Arizona,Louisiana,1325.0
Arizona,Maryland,6654.0
Arizona,Massachusetts,6655.0
Arizona,Michigan,12074.0
Arizona,Minnesota,17779.0
Arizona,Mississippi,1.0
Arizona,Missouri,12709.0
Arizona,Montana,1580.0
Arizona,Nebraska,4480.0
Arizona,Nevada,23376.0
Arizona,New Hampshire,8.0
Arizona,New Jersey,8554.0
Arizona,New Mexico,9301.0
Arizona,New York,10480.0
Arizona,North Carolina,13503.0
Arizona,North Dakota,1791.0
Arizona,Ohio,6506.0
Arizona,Oklahoma,3534.0
Arizona,Oregon,13714.0
Arizona,Pennsylvania,13213.0
Arizona,Puerto Rico,41.0
Arizona,Rhode Island,26.0
Arizona,South Carolina,46.0
Arizona,South Dakota,2011.0
Arizona,Tennessee,4839.0
Arizona,Texas,60874.0
Arizona,Utah,17054.0
Arizona,Virginia,5704.0
Arizona,Washington,26304.0
Arizona,West Virginia,1.0
Arizona,Wisconsin,5576.0
Arizona,Wyoming,295.0
Arkansas,Alabama,7.0
Arkansas,Arizona,1074.0
Arkansas,Arkansas,93.0
Arkansas,California,1091.0
Arkansas,Colorado,1335.0
Arkansas,Florida,1081.0
Arkansas,Georgia,9054.0
Arkansas,Illinois,4611.0
Arkansas,Indiana,1.0
Arkansas,Kansas,2.0
Arkansas,Kentucky,193.0
Arkansas,Louisiana,26.0
Arkansas,Maryland,16.0
Arkansas,Massachusetts,1.0
Arkansas,Michigan,460.0
Arkansas,Minnesota,600.0
Arkansas,Mississippi,8.0
Arkansas,Missouri,1991.0
Arkansas,Nebraska,2.0
Arkansas,Nevada,1604.0
Arkansas,New Hampshire,1.0
Arkansas,New Jersey,257.0
Arkansas,New York,1091.0
Arkansas,North Carolina,3054.0
Arkansas,Ohio,29.0
Arkansas,Oklahoma,45.0
Arkansas,Oregon,8.0
Arkansas,Pennsylvania,3.0
Arkansas,South Carolina,5.0
Arkansas,South Dakota,1.0
Arkansas,Tennessee,56.0
Arkansas,Texas,15045.0
Arkansas,Utah,24.0
Arkansas,Virginia,386.0
Arkansas,Washington,6.0
California,Alabama,57.0
California,Alaska,2288.0
California,Arizona,129051.0
California,Arkansas,1177.0
California,California,550141.0
California,Colorado,118966.0
California,Connecticut,1606.0
California,Florida,54094.0
California,Georgia,61449.0
California,Hawaii,104944.0
California,Idaho,8717.0
California,Illinois,117601.0
California,Indiana,5345.0
California,Iowa,472.0
California,Kansas,163.0
California,Kentucky,6500.0
California,Louisiana,12121.0
California,Maine,3.0
California,Maryland,20867.0
California,Massachusetts,39523.0
California,Michigan,20603.0
California,Minnesota,40534.0
California,Missouri,23119.0
California,Montana,1044.0
California,Nebraska,1672.0
California,Nevada,144340.0
California,New Hampshire,66.0
California,New Jersey,52463.0
California,New Mexico,9570.0
California,New York,78777.0
California,North Carolina,26302.0
California,North Dakota,166.0
California,Ohio,10080.0
California,Oklahoma,2813.0
California,Oregon,84969.0
California,Pennsylvania,21700.0
California,Puerto Rico,16.0
California,Rhode Island,39.0
California,South Carolina,33.0
California,South Dakota,215.0
California,Tennessee,12610.0
California,Texas,196102.0
California,Utah,62409.0
California,Virginia,40419.0
California,Washington,135331.0
California,Wisconsin,3577.0
California,Wyoming,132.0
Colorado,Alabama,1008.0
Colorado,Alaska,1380.0
Colorado,Arizona,33238.0
Colorado,Arkansas,1315.0
Colorado,California,119377.0
Colorado,Colorado,19080.0
Colorado,Connecticut,2421.0
Colorado,Florida,33765.0
Colorado,Georgia,21552.0
Colorado,Hawaii,4115.0
Colorado,Idaho,6129.0
Colorado,Illinois,34665.0
Colorado,Indiana,7578.0
Colorado,Iowa,5905.0
Colorado,Kansas,2632.0
Colorado,Kentucky,5996.0
Colorado,Louisiana,6492.0
Colorado,Maine,34.0
Colorado,Maryland,8611.0
Colorado,Massachusetts,11026.0
Colorado,Michigan,13457.0
Colorado,Minnesota,19931.0
Colorado,Missouri,21314.0
Colorado,Montana,9919.0
Colorado,Nebraska,8930.0
Colorado,Nevada,30527.0
Colorado,New Hampshire,61.0
Colorado,New Jersey,11096.0
Colorado,New Mexico,5990.0
Colorado,New York,19092.0
Colorado,North Carolina,15173.0
Colorado,North Dakota,4475.0
Colorado,Ohio,10539.0
Colorado,Oklahoma,9119.0
Colorado,Oregon,15887.0
Colorado,Pennsylvania,14950.0
Colorado,Puerto Rico,98.0
Colorado,Rhode Island,4.0
Colorado,South Carolina,571.0
Colorado,South Dakota,4252.0
Colorado,Tennessee,11639.0
Colorado,Texas,75267.0
Colorado,Utah,21726.0
Colorado,Virginia,19476.0
Colorado,Washington,27842.0
Colorado,Wisconsin,10626.0
Colorado,Wyoming,4630.0
Connecticut,Arizona,74.0
