ORIGIN_STATE_NM,DEST_STATE_NM,PASSENGERS
Alabama,Alabama,155.0
Alabama,Arizona,13.0
Alabama,Arkansas,1.0
Alabama,California,92.0
Alabama,Colorado,2434.0
Alabama,Florida,4547.0
Alabama,Georgia,19342.0
Alabama,Illinois,3075.0
Alabama,Indiana,6.0
Alabama,Kansas,1.0
Alabama,Kentucky,6.0
Alabama,Louisiana,52.0
Alabama,Maryland,751.0
Alabama,Massachusetts,2.0
Alabama,Michigan,1345.0
Alabama,Mississippi,37.0
Alabama,Missouri,9.0
Alabama,Nevada,1119.0
Alabama,New Jersey,2.0
Alabama,New York,885.0
Alabama,North Carolina,6528.0
Alabama,Ohio,8.0
Alabama,Oklahoma,14.0
Alabama,Pennsylvania,659.0
Alabama,Puerto Rico,6.0
Alabama,Rhode Island,6.0
Alabama,South Carolina,7.0
Alabama,Tennessee,104.0
Alabama,Texas,14061.0
Alabama,Virginia,2869.0
Alabama,Washington,3.0
Alabama,Wisconsin,1.0
Alaska,Alaska,31977.0
Alaska,Arizona,776.0
Alaska,California,926.0
Alaska,Colorado,1023.0
Alaska,Georgia,2.0
Alaska,Hawaii,2465.0
Alaska,Illinois,188.0
Alaska,Minnesota,1187.0
Alaska,New Jersey,1.0
Alaska,Oklahoma,1.0
Alaska,Oregon,2176.0
Alaska,Texas,58.0
Alaska,Utah,2.0
Alaska,Virginia,2.0
Alaska,Washington,24799.0
Arizona,Alabama,8.0
Arizona,Alaska,817.0
Arizona,Arizona,16619.0
Arizona,Arkansas,371.0
Arizona,California,131318.0
Arizona,Colorado,37173.0
Arizona,Connecticut,2.0
Arizona,Florida,17033.0
Arizona,Georgia,15450.0
Arizona,Hawaii,9787.0
Arizona,Idaho,3860.0
Arizona,Illinois,37764.0
Arizona,Indiana,4980.0
Arizona,Iowa,5547.0
Arizona,Kansas,1424.0
Arizona,Kentucky,3150.0
Arizona,Louisiana,1464.0
Arizona,Maryland,5294.0
Arizona,Massachusetts,5229.0
Arizona,Michigan,10978.0
Arizona,Minnesota,23806.0
Arizona,Mississippi,1.0
Arizona,Missouri,13073.0
Arizona,Montana,2368.0
Arizona,Nebraska,6398.0
Arizona,Nevada,25240.0
Arizona,New Hampshire,4.0
Arizona,New Jersey,8448.0
Arizona,New Mexico,8112.0
Arizona,New York,10182.0
Arizona,North Carolina,14520.0
Arizona,North Dakota,4357.0
Arizona,Ohio,6568.0
Arizona,Oklahoma,4258.0
Arizona,Oregon,14584.0
Arizona,Pennsylvania,12784.0
Arizona,Rhode Island,37.0
Arizona,South Dakota,2813.0
Arizona,Tennessee,4863.0
Arizona,Texas,66314.0
Arizona,Utah,18995.0
Arizona,Vermont,1.0
Arizona,Virginia,5539.0
Arizona,Washington,27131.0
Arizona,Wisconsin,7288.0
Arizona,Wyoming,1.0
Arkansas,Alabama,6.0
Arkansas,Arizona,403.0
Arkansas,Arkansas,84.0
Arkansas,California,887.0
Arkansas,Colorado,1795.0
Arkansas,Florida,1172.0
Arkansas,Georgia,8380.0
Arkansas,Illinois,3632.0
Arkansas,Indiana,5.0
Arkansas,Iowa,1.0
Arkansas,Louisiana,28.0
Arkansas,Maryland,3.0
Arkansas,Massachusetts,2.0
Arkansas,Michigan,119.0
Arkansas,Minnesota,564.0
Arkansas,Mississippi,5.0
Arkansas,Missouri,1464.0
Arkansas,Nevada,1380.0
Arkansas,New Jersey,294.0
Arkansas,New Mexico,3.0
Arkansas,New York,898.0
Arkansas,North Carolina,2971.0
Arkansas,Ohio,8.0
Arkansas,Oklahoma,35.0
Arkansas,South Dakota,1.0
Arkansas,Tennessee,77.0
Arkansas,Texas,15344.0
Arkansas,Utah,1.0
Arkansas,Virginia,721.0
California,Alabama,67.0
California,Alaska,902.0
California,Arizona,128667.0
California,Arkansas,887.0
California,California,531053.0
California,Colorado,105949.0
California,Connecticut,536.0
California,Florida,54876.0
California,Georgia,55601.0
California,Hawaii,94796.0
California,Idaho,10722.0
California,Illinois,93656.0
California,Indiana,4627.0
California,Iowa,2.0
California,Kansas,6.0
California,Kentucky,4750.0
California,Louisiana,13466.0
California,Maine,40.0
California,Maryland,14711.0
California,Massachusetts,35344.0
California,Michigan,19769.0
California,Minnesota,31500.0
California,Missouri,22678.0
California,Montana,1482.0
California,Nebraska,2582.0
California,Nevada,139915.0
California,New Hampshire,33.0
California,New Jersey,45441.0
California,New Mexico,7938.0
California,New York,75860.0
California,North Carolina,24687.0
California,Ohio,8161.0
California,Oklahoma,2341.0
California,Oregon,74310.0
California,Pennsylvania,21626.0
California,Puerto Rico,7.0
California,Rhode Island,26.0
California,South Carolina,73.0
California,South Dakota,20.0
California,Tennessee,13457.0
California,Texas,194631.0
California,U.S. Pacific Trust Territories and Possessions,1.0
California,Utah,61793.0
California,Virginia,32193.0
California,Washington,122874.0
California,Wisconsin,1820.0
California,Wyoming,1113.0
Colorado,Alabama,2503.0
Colorado,Alaska,1104.0
Colorado,Arizona,37997.0
Colorado,Arkansas,1922.0
Colorado,California,109271.0
Colorado,Colorado,30100.0
Colorado,Connecticut,1827.0
Colorado,Florida,47378.0
Colorado,Georgia,22339.0
Colorado,Hawaii,6668.0
Colorado,Idaho,6249.0
Colorado,Illinois,35612.0
Colorado,Indiana,5689.0
Colorado,Iowa,5220.0
Colorado,Kansas,2410.0
Colorado,Kentucky,6881.0
Colorado,Louisiana,7877.0
Colorado,Maine,1.0
Colorado,Maryland,8823.0
Colorado,Massachusetts,9529.0
Colorado,Michigan,11628.0
Colorado,Minnesota,17308.0
Colorado,Mississippi,368.0
Colorado,Missouri,18857.0
Colorado,Montana,9667.0
Colorado,Nebraska,8072.0
Colorado,Nevada,29090.0
Colorado,New Hampshire,30.0
Colorado,New Jersey,10920.0
Colorado,New Mexico,5754.0
Colorado,New York,17229.0
Colorado,North Carolina,13651.0
Colorado,North Dakota,5137.0
Colorado,Ohio,9690.0
Colorado,Oklahoma,9075.0
Colorado,Oregon,13377.0
Colorado,Pennsylvania,12708.0
Colorado,Puerto Rico,10.0
Colorado,Rhode Island,18.0
Colorado,South Carolina,754.0
Colorado,South Dakota,4032.0
Colorado,Tennessee,12101.0
Colorado,Texas,86875.0
Colorado,U.S. Virgin Islands,1.0
Colorado,Utah,21725.0
Colorado,Virginia,16973.0
Colorado,Washington,22619.0
Colorado,Wisconsin,8357.0
Colorado,Wyoming,5379.0
Connecticut,Arizona,14.0
Connecticut,California,534.0
Connecticut,Colorado,1801.0
Connecticut,Connecticut,19.0
Connecticut,Florida,24451.0
Connecticut,Georgia,6530.0
Connecticut,Hawaii,8.0
Connecticut,Illinois,6389.0
Connecticut,Kentucky,273.0
Connecticut,Louisiana,7.0
Connecticut,Maine,12.0
Connecticut,Maryland,4406.0
Connecticut,Massachusetts,117.0
Connecticut,Michigan,2679.0
Connecticut,Minnesota,1896.0
Connecticut,Missouri,1001.0
Connecticut,Nevada,3.0
Connecticut,New Hampshire,13.0
Connecticut,New Jersey,37.0
Connecticut,New York,132.0
Connecticut,North Carolina,6739.0
Connecticut,Ohio,202.0
Connecticut,Oklahoma,2.0
Connecticut,Oregon,10.0
Connecticut,Pennsylvania,3557.0
Connecticut,Puerto Rico,1850.0
Connecticut,Rhode Island,21.0
Connecticut,South Carolina,176.0
Connecticut,Tennessee,29.0
Connecticut,Texas,2351.0
Connecticut,Vermont,5.0
Connecticut,Virginia,6230.0
Connecticut,Washington,9.0
Connecticut,Wisconsin,1.0
Florida,Alabama,4625.0
Florida,Alaska,3.0
Florida,Arizona,15646.0
Florida,Arkansas,1176.0
Florida,California,54145.0
Florida,Colorado,46877.0
Florida,Connecticut,24212.0
Florida,Florida,76446.0
Florida,Georgia,202574.0
Florida,Hawaii,2.0
Florida,Idaho,5.0
Florida,Illinois,119414.0
Florida,Indiana,26211.0
Florida,Iowa,4242.0
Florida,Kansas,35.0
Florida,Kentucky,26910.0
Florida,Louisiana,17321.0
Florida,Maine,3609.0
Florida,Maryland,53667.0
Florida,Massachusetts,67027.0
Florida,Michigan,75674.0
Florida,Minnesota,49605.0
Florida,Mississippi,703.0
Florida,Missouri,30583.0
Florida,Montana,2.0
Florida,Nebraska,2536.0
Florida,Nevada,19646.0
Florida,New Hampshire,5983.0
Florida,New Jersey,108861.0
Florida,New Mexico,521.0
Florida,New York,202655.0
Florida,North Carolina,114455.0
Florida,North Dakota,887.0
Florida,Ohio,44929.0
Florida,Oklahoma,1089.0
Florida,Oregon,1543.0
Florida,Pennsylvania,94953.0
Florida,Puerto Rico,44191.0
Florida,Rhode Island,15769.0
Florida,South Carolina,4311.0
Florida,South Dakota,752.0
Florida,Tennessee,37386.0
Florida,Texas,152801.0
Florida,U.S. Virgin Islands,7048.0
Florida,Utah,9076.0
Florida,Vermont,289.0
Florida,Virginia,69454.0
Florida,Washington,8718.0
Florida,West Virginia,1475.0
Florida,Wisconsin,18345.0
Georgia,Alabama,19542.0
Georgia,Alaska,1.0
Georgia,Arizona,15647.0
Georgia,Arkansas,8466.0
Georgia,California,55973.0
Georgia,Colorado,22132.0
Georgia,Connecticut,6525.0
Georgia,Florida,199844.0
Georgia,Georgia,31641.0
Georgia,Hawaii,2470.0
Georgia,Idaho,3.0
Georgia,Illinois,29623.0
Georgia,Indiana,15028.0
Georgia,Iowa,3282.0
Georgia,Kansas,2529.0
Georgia,Kentucky,18652.0
Georgia,Louisiana,24591.0
Georgia,Maine,896.0
Georgia,Maryland,16653.0
Georgia,Massachusetts,19714.0
Georgia,Michigan,22880.0
Georgia,Minnesota,14827.0
Georgia,Mississippi,8530.0
Georgia,Missouri,22436.0
Georgia,Montana,596.0
Georgia,Nebraska,4391.0
Georgia,Nevada,17385.0
Georgia,New Hampshire,420.0
Georgia,New Jersey,17383.0
Georgia,New Mexico,2248.0
Georgia,New York,51036.0
Georgia,North Carolina,47138.0
Georgia,North Dakota,46.0
Georgia,Ohio,23918.0
Georgia,Oklahoma,6898.0
Georgia,Oregon,3843.0
Georgia,Pennsylvania,29768.0
Georgia,Puerto Rico,5893.0
Georgia,Rhode Island,2660.0
Georgia,South Carolina,25348.0
Georgia,South Dakota,555.0
Georgia,Tennessee,32968.0
Georgia,Texas,73396.0
Georgia,U.S. Virgin Islands,2141.0
Georgia,Utah,12760.0
Georgia,Vermont,633.0
Georgia,Virginia,51270.0
Georgia,Washington,9157.0
Georgia,West Virginia,1707.0
Georgia,Wisconsin,12331.0
Georgia,Wyoming,674.0
Hawaii,Alaska,2575.0
Hawaii,Arizona,9772.0
Hawaii,California,96308.0
Hawaii,Colorado,6586.0
Hawaii,Florida,2.0
Hawaii,Georgia,2453.0
Hawaii,Hawaii,143810.0
Hawaii,Illinois,5010.0
Hawaii,Massachusetts,40.0
Hawaii,Michigan,197.0
Hawaii,Minnesota,2076.0
Hawaii,Nevada,5371.0
Hawaii,New Jersey,1616.0
Hawaii,New York,1847.0
Hawaii,Oregon,10837.0
Hawaii,Texas,10706.0
Hawaii,U.S. Pacific Trust Territories and Possessions,1708.0
Hawaii,Utah,3381.0
Hawaii,Virginia,593.0
Hawaii,Washington,23395.0
Idaho,Arizona,3807.0
Idaho,California,10722.0
Idaho,Colorado,6461.0
Idaho,Florida,12.0
Idaho,Georgia,17.0
Idaho,Idaho,131.0
Idaho,Illinois,1056.0
Idaho,Maine,1.0
Idaho,Maryland,5.0
Idaho,Michigan,1.0
Idaho,Minnesota,1270.0
Idaho,Missouri,10.0
Idaho,Montana,10.0
Idaho,Nevada,2983.0
Idaho,New Mexico,6.0
Idaho,North Carolina,5.0
Idaho,North Dakota,1.0
Idaho,Ohio,2.0
Idaho,Oklahoma,3.0
Idaho,Oregon,3517.0
Idaho,South Dakota,2.0
Idaho,Tennessee,4.0
Idaho,Texas,1548.0
Idaho,Utah,9987.0
Idaho,Washington,9873.0
Idaho,Wisconsin,5.0
Idaho,Wyoming,16.0
Illinois,Alabama,3219.0
Illinois,Alaska,203.0
Illinois,Arizona,37960.0
Illinois,Arkansas,3507.0
Illinois,California,93731.0
Illinois,Colorado,35512.0
Illinois,Connecticut,6111.0
Illinois,Florida,119196.0
Illinois,Georgia,29153.0
Illinois,Hawaii,5106.0
Illinois,Idaho,991.0
Illinois,Illinois,13368.0
Illinois,Indiana,11865.0
Illinois,Iowa,9146.0
Illinois,Kansas,2450.0
Illinois,Kentucky,14921.0
Illinois,Louisiana,9827.0
Illinois,Maine,693.0
Illinois,Maryland,12148.0
Illinois,Massachusetts,18254.0
Illinois,Michigan,28979.0
Illinois,Minnesota,25563.0
Illinois,Mississippi,629.0
Illinois,Missouri,23896.0
Illinois,Montana,2248.0
Illinois,Nebraska,8274.0
Illinois,Nevada,28294.0
Illinois,New Hampshire,1343.0
Illinois,New Jersey,16047.0
Illinois,New Mexico,2622.0
Illinois,New York,59495.0
Illinois,North Carolina,22831.0
Illinois,North Dakota,2007.0
Illinois,Ohio,26318.0
Illinois,Oklahoma,4389.0
Illinois,Oregon,6879.0
Illinois,Pennsylvania,29587.0
Illinois,Puerto Rico,3507.0
Illinois,Rhode Island,3124.0
Illinois,South Carolina,5718.0
Illinois,South Dakota,1802.0
Illinois,Tennessee,16250.0
Illinois,Texas,67951.0
Illinois,U.S. Virgin Islands,145.0
Illinois,Utah,10165.0
Illinois,Vermont,1247.0
Illinois,Virginia,29963.0
Illinois,Washington,16678.0
Illinois,West Virginia,572.0
Illinois,Wisconsin,16811.0
Illinois,Wyoming,1728.0
Indiana,Alabama,3.0
Indiana,Arizona,4987.0
Indiana,Arkansas,1.0
Indiana,California,4689.0
Indiana,Colorado,5670.0
Indiana,Connecticut,3.0
Indiana,Florida,26334.0
Indiana,Georgia,15218.0
Indiana,Idaho,1.0
Indiana,Illinois,11476.0
Indiana,Indiana,85.0
Indiana,Iowa,3.0
Indiana,Kansas,1.0
Indiana,Kentucky,117.0
Indiana,Louisiana,286.0
Indiana,Maryland,2076.0
Indiana,Massachusetts,1693.0
Indiana,Michigan,5536.0
Indiana,Minnesota,3311.0
Indiana,Missouri,1030.0
Indiana,Nebraska,3.0
Indiana,Nevada,4519.0
Indiana,New Hampshire,2.0
Indiana,New Jersey,1807.0
Indiana,New Mexico,17.0
Indiana,New York,3206.0
Indiana,North Carolina,7141.0
Indiana,Ohio,74.0
Indiana,Oklahoma,2.0
Indiana,Pennsylvania,2362.0
Indiana,Puerto Rico,17.0
Indiana,Rhode Island,2.0
Indiana,South Carolina,170.0
Indiana,Tennessee,27.0
Indiana,Texas,11818.0
Indiana,Utah,869.0
Indiana,Virginia,3538.0
Indiana,Washington,1527.0
Indiana,West Virginia,2.0
Indiana,Wisconsin,9.0
Iowa,Arizona,5443.0
Iowa,Arkansas,1.0
Iowa,California,29.0
Iowa,Colorado,5101.0
Iowa,Florida,4403.0
Iowa,Georgia,3050.0
Iowa,Hawaii,1.0
Iowa,Illinois,8757.0
Iowa,Indiana,1.0
Iowa,Iowa,60.0
Iowa,Kansas,1.0
Iowa,Kentucky,1.0
Iowa,Maryland,37.0
Iowa,Michigan,2308.0
Iowa,Minnesota,2450.0
Iowa,Missouri,1648.0
Iowa,Nebraska,39.0
Iowa,Nevada,2500.0
Iowa,New Jersey,2.0
Iowa,New Mexico,1.0
Iowa,New York,567.0
Iowa,North Carolina,2279.0
Iowa,Ohio,8.0
Iowa,Oregon,1.0
Iowa,Pennsylvania,716.0
Iowa,South Dakota,15.0
Iowa,Tennessee,3.0
Iowa,Texas,5252.0
Iowa,Utah,464.0
Iowa,Virginia,435.0
Iowa,Wisconsin,13.0
Iowa,Wyoming,1.0
Kansas,Alabama,1.0
