ORIGIN_STATE_NM,DEST_STATE_NM,PASSENGERS
Alabama,Alabama,176.0
Alabama,Arizona,107.0
Alabama,Arkansas,6.0
Alabama,California,134.0
Alabama,Colorado,737.0
Alabama,Connecticut,9.0
Alabama,Florida,4293.0
Alabama,Georgia,16340.0
Alabama,Illinois,2609.0
Alabama,Indiana,6.0
Alabama,Iowa,2.0
Alabama,Kansas,1.0
Alabama,Kentucky,6.0
Alabama,Louisiana,1000.0
Alabama,Maryland,1406.0
Alabama,Michigan,1338.0
Alabama,Minnesota,165.0
Alabama,Mississippi,57.0
Alabama,Missouri,658.0
Alabama,Nevada,860.0
Alabama,New Hampshire,30.0
Alabama,New Jersey,9.0
Alabama,New Mexico,17.0
Alabama,New York,321.0
Alabama,North Carolina,6698.0
Alabama,Ohio,37.0
Alabama,Oklahoma,3.0
Alabama,Oregon,1.0
Alabama,Pennsylvania,260.0
Alabama,Rhode Island,10.0
Alabama,South Carolina,19.0
Alabama,Tennessee,88.0
Alabama,Texas,11480.0
Alabama,Utah,5.0
Alabama,Virginia,2067.0
Alabama,Washington,17.0
Alaska,Alaska,28168.0
Alaska,Arizona,903.0
Alaska,California,10.0
Alaska,Colorado,1129.0
Alaska,Georgia,44.0
Alaska,Hawaii,2048.0
Alaska,Illinois,412.0
Alaska,Minnesota,2071.0
Alaska,Missouri,2.0
Alaska,New Jersey,5.0
Alaska,Oregon,2126.0
Alaska,Texas,398.0
Alaska,Utah,506.0
Alaska,Washington,17540.0
Arizona,Alabama,2.0
Arizona,Alaska,891.0
Arizona,Arizona,15433.0
Arizona,Arkansas,844.0
Arizona,California,120180.0
Arizona,Colorado,34656.0
Arizona,Connecticut,17.0
Arizona,Florida,14154.0
Arizona,Georgia,14922.0
Arizona,Hawaii,11522.0
Arizona,Idaho,2806.0
Arizona,Illinois,28472.0
Arizona,Indiana,4652.0
Arizona,Iowa,2179.0
Arizona,Kansas,429.0
Arizona,Kentucky,1543.0
Arizona,Louisiana,1103.0
Arizona,Maryland,5684.0
Arizona,Massachusetts,4551.0
Arizona,Michigan,9126.0
Arizona,Minnesota,19147.0
Arizona,Missouri,12138.0
Arizona,Montana,2049.0
Arizona,Nebraska,4145.0
Arizona,Nevada,27677.0
Arizona,New Hampshire,250.0
Arizona,New Jersey,8065.0
Arizona,New Mexico,9012.0
Arizona,New York,7058.0
Arizona,North Carolina,13272.0
Arizona,North Dakota,3162.0
Arizona,Ohio,4766.0
Arizona,Oklahoma,3240.0
Arizona,Oregon,10137.0
Arizona,Pennsylvania,12286.0
Arizona,Puerto Rico,1.0
Arizona,Rhode Island,80.0
Arizona,South Carolina,31.0
Arizona,South Dakota,1550.0
Arizona,Tennessee,3375.0
Arizona,Texas,54655.0
Arizona,Utah,16910.0
Arizona,Vermont,1.0
Arizona,Virginia,4324.0
Arizona,Washington,19872.0
Arizona,Wisconsin,5334.0
Arizona,Wyoming,315.0
Arkansas,Alabama,5.0
Arkansas,Arizona,909.0
Arkansas,Arkansas,75.0
Arkansas,California,123.0
Arkansas,Colorado,1762.0
Arkansas,Florida,845.0
Arkansas,Georgia,6503.0
Arkansas,Illinois,4336.0
Arkansas,Iowa,1.0
Arkansas,Kentucky,209.0
Arkansas,Louisiana,43.0
Arkansas,Maryland,484.0
Arkansas,Michigan,519.0
Arkansas,Minnesota,443.0
Arkansas,Mississippi,7.0
Arkansas,Missouri,850.0
Arkansas,Nebraska,1.0
Arkansas,Nevada,1200.0
Arkansas,New Jersey,202.0
Arkansas,New York,323.0
Arkansas,North Carolina,2294.0
Arkansas,Ohio,17.0
Arkansas,Oklahoma,40.0
Arkansas,Pennsylvania,12.0
Arkansas,Rhode Island,12.0
Arkansas,South Carolina,2.0
Arkansas,Tennessee,804.0
Arkansas,Texas,14304.0
Arkansas,Utah,3.0
Arkansas,Virginia,520.0
Arkansas,Washington,11.0
Arkansas,Wisconsin,1.0
California,Alabama,188.0
California,Alaska,14.0
California,Arizona,119110.0
California,Arkansas,123.0
California,California,429705.0
California,Colorado,87040.0
California,Connecticut,106.0
California,Florida,34151.0
California,Georgia,40806.0
California,Hawaii,77657.0
California,Idaho,5081.0
California,Illinois,79171.0
California,Indiana,771.0
California,Iowa,29.0
California,Kansas,23.0
California,Kentucky,3117.0
California,Louisiana,4726.0
California,Maryland,6302.0
California,Massachusetts,22584.0
California,Michigan,13728.0
California,Minnesota,24472.0
California,Mississippi,22.0
California,Missouri,9765.0
California,Montana,382.0
California,Nebraska,278.0
California,Nevada,111456.0
California,New Hampshire,23.0
California,New Jersey,18745.0
California,New Mexico,6893.0
California,New York,63881.0
California,North Carolina,17070.0
California,North Dakota,38.0
California,Ohio,3876.0
California,Oklahoma,2040.0
California,Oregon,51415.0
California,Pennsylvania,21021.0
California,Puerto Rico,4.0
California,Rhode Island,91.0
California,South Carolina,63.0
California,South Dakota,23.0
California,Tennessee,6901.0
California,Texas,140836.0
California,U.S. Pacific Trust Territories and Possessions,173.0
California,Utah,43448.0
California,Virginia,32853.0
California,Washington,80170.0
California,Wisconsin,2188.0
California,Wyoming,343.0
Colorado,Alabama,735.0
Colorado,Alaska,975.0
Colorado,Arizona,34128.0
Colorado,Arkansas,1803.0
Colorado,California,88551.0
Colorado,Colorado,32952.0
Colorado,Connecticut,1153.0
Colorado,Florida,26358.0
Colorado,Georgia,18272.0
Colorado,Hawaii,2923.0
Colorado,Idaho,5175.0
Colorado,Illinois,31446.0
Colorado,Indiana,6142.0
Colorado,Iowa,5233.0
Colorado,Kansas,2266.0
Colorado,Kentucky,2351.0
Colorado,Louisiana,5697.0
Colorado,Maryland,5533.0
Colorado,Massachusetts,6655.0
Colorado,Michigan,9700.0
Colorado,Minnesota,16884.0
Colorado,Mississippi,6.0
Colorado,Missouri,18237.0
Colorado,Montana,7694.0
Colorado,Nebraska,9004.0
Colorado,Nevada,25234.0
Colorado,New Hampshire,985.0
Colorado,New Jersey,7762.0
Colorado,New Mexico,5150.0
Colorado,New York,15137.0
Colorado,North Carolina,8502.0
Colorado,North Dakota,7079.0
Colorado,Ohio,9234.0
Colorado,Oklahoma,8165.0
Colorado,Oregon,11201.0
Colorado,Pennsylvania,9078.0
Colorado,Rhode Island,909.0
Colorado,South Carolina,127.0
Colorado,South Dakota,3813.0
Colorado,Tennessee,6905.0
Colorado,Texas,64616.0
Colorado,Utah,17417.0
Colorado,Virginia,16210.0
Colorado,Washington,19179.0
Colorado,Wisconsin,7601.0
Colorado,Wyoming,4901.0
Connecticut,Alabama,4.0
Connecticut,Arizona,114.0
Connecticut,California,127.0
Connecticut,Colorado,1029.0
Connecticut,Connecticut,24.0
Connecticut,Florida,13825.0
Connecticut,Georgia,5614.0
Connecticut,Illinois,5359.0
Connecticut,Indiana,31.0
Connecticut,Iowa,18.0
Connecticut,Kentucky,704.0
Connecticut,Louisiana,13.0
Connecticut,Maine,12.0
Connecticut,Maryland,5358.0
Connecticut,Massachusetts,143.0
Connecticut,Michigan,2309.0
Connecticut,Minnesota,2202.0
Connecticut,Missouri,42.0
Connecticut,Nevada,593.0
Connecticut,New Hampshire,20.0
Connecticut,New Jersey,648.0
Connecticut,New York,240.0
Connecticut,North Carolina,5355.0
Connecticut,Ohio,906.0
Connecticut,Oklahoma,4.0
Connecticut,Pennsylvania,3710.0
Connecticut,Puerto Rico,1084.0
Connecticut,Rhode Island,54.0
Connecticut,South Carolina,27.0
Connecticut,Tennessee,87.0
Connecticut,Texas,2929.0
Connecticut,U.S. Virgin Islands,6.0
Connecticut,Vermont,6.0
Connecticut,Virginia,3942.0
Connecticut,Washington,8.0
Florida,Alabama,4285.0
Florida,Alaska,4.0
Florida,Arizona,13801.0
Florida,Arkansas,752.0
Florida,California,34320.0
Florida,Colorado,26721.0
Florida,Connecticut,13754.0
Florida,Florida,74842.0
Florida,Georgia,175419.0
Florida,Hawaii,13.0
Florida,Idaho,4.0
Florida,Illinois,83656.0
Florida,Indiana,15664.0
Florida,Iowa,2419.0
Florida,Kentucky,13965.0
Florida,Louisiana,9968.0
Florida,Maine,1377.0
Florida,Maryland,49029.0
Florida,Massachusetts,45202.0
Florida,Michigan,54417.0
Florida,Minnesota,32011.0
Florida,Mississippi,706.0
Florida,Missouri,20587.0
Florida,Nebraska,799.0
Florida,Nevada,10346.0
Florida,New Hampshire,5904.0
Florida,New Jersey,69154.0
Florida,New Mexico,813.0
Florida,New York,170043.0
Florida,North Carolina,85690.0
Florida,North Dakota,1086.0
Florida,Ohio,31944.0
Florida,Oklahoma,702.0
Florida,Oregon,198.0
Florida,Pennsylvania,71747.0
Florida,Puerto Rico,29927.0
Florida,Rhode Island,13928.0
Florida,South Carolina,3414.0
Florida,South Dakota,473.0
Florida,Tennessee,24115.0
Florida,Texas,97566.0
Florida,U.S. Virgin Islands,6339.0
Florida,Utah,2794.0
Florida,Vermont,4.0
Florida,Virginia,59177.0
Florida,Washington,3811.0
Florida,West Virginia,1182.0
Florida,Wisconsin,10469.0
Florida,Wyoming,2.0
Georgia,Alabama,16489.0
Georgia,Alaska,60.0
Georgia,Arizona,14639.0
Georgia,Arkansas,6561.0
Georgia,California,40526.0
Georgia,Colorado,17900.0
Georgia,Connecticut,5293.0
Georgia,Florida,176221.0
Georgia,Georgia,26390.0
Georgia,Hawaii,2376.0
Georgia,Idaho,12.0
Georgia,Illinois,26609.0
Georgia,Indiana,12900.0
Georgia,Iowa,2456.0
Georgia,Kansas,3262.0
Georgia,Kentucky,14881.0
Georgia,Louisiana,22851.0
Georgia,Maine,1206.0
Georgia,Maryland,15867.0
Georgia,Massachusetts,13238.0
Georgia,Michigan,17976.0
Georgia,Minnesota,14163.0
Georgia,Mississippi,7618.0
Georgia,Missouri,19798.0
Georgia,Montana,301.0
Georgia,Nebraska,3311.0
Georgia,Nevada,15314.0
Georgia,New Hampshire,851.0
Georgia,New Jersey,9225.0
Georgia,New Mexico,2198.0
Georgia,New York,44636.0
Georgia,North Carolina,53187.0
Georgia,Ohio,23765.0
Georgia,Oklahoma,4623.0
Georgia,Oregon,3319.0
Georgia,Pennsylvania,27561.0
Georgia,Puerto Rico,7235.0
Georgia,Rhode Island,2315.0
Georgia,South Carolina,16346.0
Georgia,South Dakota,1.0
Georgia,Tennessee,26641.0
Georgia,Texas,59277.0
Georgia,U.S. Virgin Islands,2393.0
Georgia,Utah,10060.0
Georgia,Vermont,6.0
Georgia,Virginia,44503.0
Georgia,Washington,8567.0
Georgia,West Virginia,1564.0
Georgia,Wisconsin,11045.0
Georgia,Wyoming,395.0
Hawaii,Alaska,2080.0
Hawaii,Arizona,11274.0
Hawaii,California,79731.0
Hawaii,Colorado,3024.0
Hawaii,Florida,2.0
Hawaii,Georgia,2248.0
Hawaii,Hawaii,151394.0
Hawaii,Idaho,163.0
Hawaii,Illinois,2425.0
Hawaii,Minnesota,761.0
Hawaii,Nevada,5730.0
Hawaii,New Jersey,1617.0
Hawaii,New York,2158.0
Hawaii,Oregon,7274.0
Hawaii,Texas,6555.0
Hawaii,U.S. Pacific Trust Territories and Possessions,1137.0
Hawaii,Utah,1583.0
Hawaii,Virginia,1387.0
Hawaii,Washington,17947.0
Idaho,Arizona,2936.0
Idaho,California,5095.0
Idaho,Colorado,5212.0
Idaho,Florida,44.0
Idaho,Georgia,1.0
Idaho,Hawaii,164.0
Idaho,Idaho,612.0
Idaho,Illinois,673.0
Idaho,Indiana,5.0
Idaho,Kentucky,2.0
Idaho,Maryland,7.0
Idaho,Massachusetts,1.0
Idaho,Minnesota,1425.0
Idaho,Missouri,17.0
Idaho,Montana,14.0
Idaho,Nevada,2627.0
Idaho,New Jersey,2.0
Idaho,New Mexico,11.0
Idaho,North Dakota,1.0
Idaho,Ohio,2.0
Idaho,Oklahoma,8.0
Idaho,Oregon,3603.0
Idaho,South Dakota,1.0
Idaho,Texas,87.0
Idaho,Utah,5726.0
Idaho,Vermont,1.0
Idaho,Virginia,4.0
Idaho,Washington,6150.0
Idaho,Wisconsin,2.0
Idaho,Wyoming,23.0
Illinois,Alabama,2651.0
Illinois,Alaska,483.0
Illinois,Arizona,28635.0
Illinois,Arkansas,4509.0
Illinois,California,78908.0
Illinois,Colorado,30961.0
Illinois,Connecticut,5602.0
Illinois,Florida,82609.0
Illinois,Georgia,26506.0
Illinois,Hawaii,3020.0
Illinois,Idaho,675.0
Illinois,Illinois,14656.0
Illinois,Indiana,9578.0
Illinois,Iowa,10527.0
Illinois,Kansas,2163.0
Illinois,Kentucky,10466.0
Illinois,Louisiana,4565.0
Illinois,Maine,813.0
Illinois,Maryland,8374.0
Illinois,Massachusetts,18373.0
Illinois,Michigan,25691.0
Illinois,Minnesota,26988.0
Illinois,Mississippi,949.0
Illinois,Missouri,27268.0
Illinois,Montana,860.0
Illinois,Nebraska,8421.0
Illinois,Nevada,23581.0
Illinois,New Hampshire,3197.0
Illinois,New Jersey,13376.0
Illinois,New Mexico,2609.0
Illinois,New York,53945.0
Illinois,North Carolina,20257.0
Illinois,North Dakota,1548.0
